category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Math,Senior (Grade 11-12),"Suppose in a survey of 1000 adults in the Philippines, 74% think that the number of cellphones a person should own needs be limited to 2. What is the parameter of the study?",The proportion of adults in the Philippines who participated in the study.,The number of adults in the survey.,The proportion of adults who think that the number of cellphones should be limited.,The number of cellphones a person should have.,The proportion of adults who think that the number of cellphones should be limited.,1,Average
Math,Senior (Grade 11-12),"According to Airline Pilipinas (AP), the proportion of delayed flights in their airline is only 5%. A passenger doubts this claim. She conducted a study to determine the proportion of on-time flights of AP. Identify the parameter of the study.",The proportion of delayed AP flights.,The proportion of AP flights in daytime.,The number of AP flights in a day.,The proportion of on-time AP flights.,The proportion of on-time AP flights.,1,Average
Math,Senior (Grade 11-12),"A store sells four magazines: Magazines S, T, A, and R. The manager wants to know the proportion of customers who buys Magazine A. 25 randomly selected individuals who bought magazines from the store were surveyed. The parameter measure attributes with what level of measurement?",Interval-nominal,Interval-ratio,Nominal-ordinal,Ordinal-ratio,Nominal-ordinal,1,Average
Math,Senior (Grade 11-12),"A store sells four magazines: Magazines S, T, A, and R. The manager wants to know the proportion of customers who buys Magazine A. 25 randomly selected individuals who bought magazines from the store were surveyed. What parameter is used in the problem?",The proportion of customers who buys Magazine R.,The proportion of customers who buys Magazine T.,The proportion of customers who buys Magazine A.,The proportion of customers who buys Magazine S.,The proportion of customers who buys Magazine A.,1,Average
Math,Senior (Grade 11-12),"The lifespan (in years) of a certain brand of refrigerator follow a normal distribution with a mean of 12.4  and a standard deviation of 1.7. To test this, a study was conducted by the company. It was discovered that the average lifespan of refrigerator is 13.5 years. The parameter measure attributes with what level of measurement?",Nominal-ratio,Ordinal-interval,Interval-ratio,Nominal-ordinal,Interval-ratio,1,Average
Math,Senior (Grade 11-12),"The lifespan (in years) of a certain brand of refrigerator follow a normal distribution with a mean of 12.4  and a standard deviation of 1.7. To test this, a study was conducted by the company. It was discovered that the average lifespan of refrigerator is 13.5 years. What is the parameter of the study?",The standard deviation of the lifespan of refrigerators.,The distribution of the lifespan of refrigerators.,The normality of the lifespan of refrigerators.,The mean number of years a refrigerator is still functional.,The mean number of years a refrigerator is still functional.,1,Average
Math,Senior (Grade 11-12),"Suppose in the recent year, the sports section account for 12% of the interest category of all magazines. What is the parameter for the study?",The proportion of other interest categories of new magazines.,The number of interest categories of all magazines.,The proportion of sports as an interest category of new magazines.,The proportion of interest category of all new magazines.,The proportion of sports as an interest category of new magazines.,1,Average
Math,Senior (Grade 11-12),The average score of all students in Region 5 in their NCAE (Math) is 73.4. A random sample of 100 students who took NCAE in ABaKaDa School were taken to verify this statement. What should be the null hypothesis?,H0: The average score of students in ABaKaDa School is 73.4.,H0: There are many students in Region 5 who took NCAE.,H0: The average number of students in ABaKaDa School is 100.,H0: The average number of students in ABaKaDa School is 73.4.,H0: The average score of students in ABaKaDa School is 73.4.,1,Average
Math,Senior (Grade 11-12),The average score of all students in Region 5 in their NCAE (Math) is 73.4. A random sample of 100 students who took NCAE in ABaKaDa School were taken to verify this statement. What should be the alternative hypothesis?,Ha: The average number of students in ABaKaDa School is not 100.,Ha: There are not so many students in Region 5 who took NCAE.,Ha: The average number of students in ABaKaDa School is not 73.4.,Ha: The average score of students in ABaKaDa School is not 73.4.,Ha: The average score of students in ABaKaDa School is not 73.4.,1,Average
Math,Senior (Grade 11-12),"The average occupancy size of an apartment in place A is at least 6. To test this claim, a study is conducted and it was known that this claim is not true. Which of the following is used as the null hypothesis?",H0: The average occupancy size of an apartment in place A is not 6.,H0: The average occupancy size of an apartment in place A is at least 6.,H0: The average occupancy size of an apartment in place A is at most 6.,H0: The average occupancy size of an apartment in place A is 6.,H0: The average occupancy size of an apartment in place A is at least 6.,1,Average
Math,Senior (Grade 11-12),"The average occupancy size of an apartment in place A is at least 6. To test this claim, a study is conducted and it was known that this claim is not true. Which of the following is used as the alternative hypothesis?",Ha: The average occupancy size of an apartment in place A is 6.,Ha: The average occupancy size of an apartment in place A is not 6.,Ha: The average occupancy size of an apartment in place A is less than 6.,Ha: The average occupancy size of an apartment in place A is greater than 6.,Ha: The average occupancy size of an apartment in place A is less than 6.,1,Average
Math,Senior (Grade 11-12),"A bridal magazine claims that the average age of a groom is 26.4. Richard, who is 25 years old, wants to verify it it is true. He randomly selected 25 out of his officemates and asked the age they got married. What should be the null hypothesis?",H0: µ ≤ 26.4,H0: µ = 26.4,H0: µ ≥ 26.4,H0: µ ≠ 26.4,H0: µ = 26.4,1,Average
Math,Senior (Grade 11-12),"A bridal magazine claims that the average age of a groom is 26.4. Richard, who is 25 years old, wants to verify it it is true. He randomly selected 25 of his officemates and asked the age they got married. What should be the alternative hypothesis?",Ha: µ ≠ 26.4,Ha: µ ≤ 26.4,Ha: µ ≥ 26.4,Ha: µ = 26.4,Ha: µ ≠ 26.4,1,Average
Math,Senior (Grade 11-12),A new diet program claims that a person who undergoes the program will lose at least 4 kilos in two weeks. Divine  wants to try the program but is afraid that the program is a sham. She wants to do a statistical test on the said program. What should she use as null hypothesis?,H0: µ = 4,H0: µ ≠ 4,H0: µ ≥ 4,H0: µ ≤ 4,H0: µ ≥ 4,1,Average
Math,Senior (Grade 11-12),A new diet program claims that a person who undergoes the program will lose at least 4 kilos in two weeks. Divine  wants to try the program but is afraid that the program is a sham. She wants to do a statistical test on the said program. What should she use as alternative hypothesis?,Ha: µ ≤ 4,Ha: µ > 4,Ha: µ ≥ 4,Ha: µ < 4,Ha: µ < 4,1,Average
Math,Senior (Grade 11-12),A newspaper claims that high school students study their lessons an average of at most 7.8 hours a week. A group of parents wants to determine if this is true. They conducted a statistical test for validity of the claim. What should the group's null and alternative hypotheses be?,1: µ < 7.8; 2: µ > 7.8,1: µ ≤ 7.8; 2: µ > 7.8,1: µ ≤ 7.8; 2: µ ≥ 7.8,1: µ > 7.8; 2: µ ≥ 7.8,1: µ ≤ 7.8; 2: µ > 7.8,1,Average
Math,Senior (Grade 11-12),"A medical student believes that drinking a 500-mg tablets of Vitamin C, an average of at least three a week helps in maintaining a healthy body. The student tested this claim through a study. What were his null and alternative hypotheses?",1: µ ≥ 3; 2: µ < 3,1: µ ≤ 3; 2: µ < 3,1: µ > 3; 2: µ < 3,1: µ < 3; 2: µ > 3,1: µ ≥ 3; 2: µ < 3,1,Average
Math,Senior (Grade 11-12),"To remain healthy, a person needs at least 8 hours of sleep. A company wants to know if their employees get enough sleep. A random sample of 24 employees revealed that the average number of hours of sleep an employee gets is 6.7 with standard deviation of 2.3. What should be the test statistic?",t = (µ-X̅)/(s/√n),z = (X̅-µ)/(σ/√n),t = (X̅-µ)/(s/√n),z = (µ-X̅)/(σ/√n),t = (X̅-µ)/(s/√n),1,Average
Math,Senior (Grade 11-12),A bookstore claims that the average cost for textbooks of Grade 11 students is 1130 pesos with standard deviation 379.50 pesos. A group of students believes the cost is higher. A random sample of 81 books were selected by the students and the average cost of the books was 1225.25 pesos. What should be the test statistic?,z = (µ-X̅)/(σ/√n),t = (µ-X̅)/(s/√n),t = (X̅-µ)/(s/√n),z = (X̅-µ)/(σ/√n),z = (X̅-µ)/(σ/√n),1,Average
Math,Senior (Grade 11-12),"A new study claims that the average weight of newborn babies is 5.3 pounds. During a particular week, 15 babies were born in a hospital. The average weight of the babies is 6.7 pounds and standard deviation 2.7. What is the appropriate form of the test statistic?",z = (X̅-µ)/(σ/√n),Not enough information,t = (µ-X̅)/(s/√n),t = (X̅-µ)/(s/√n),t = (X̅-µ)/(s/√n),1,Average
Math,Senior (Grade 11-12),"Coffee drinkers are said to consume at most 7 cups of coffee per day. ""Coffeeco"", a coffee brand, wants to know if this is true. The company randomly selected 75 coffee drinkers and asked about their consumption habits. The findings showed that coffee drinkers consume an average of 6.2 cups per day with a standard deviation of 3.4. At α=0.05, what is the appropriate test statistic?",t = (µ-X̅)/(s/√n),z = (X̅-µ)/(σ^2/√n),t = (X̅-µ)/(s/√n),z = (µ-X̅)/(σ/√n),t = (X̅-µ)/(s/√n),1,Average
Math,Senior (Grade 11-12),A candy store sells round chocolates with a standard diameter of at least 5 cm. The store owner wants to verify this claim and randomly selects 121 chocolates. These chocolates has an average diameter of 6.1 cm with variance 49 cm squared. What is the appropriate form of the test statistic?,None of the above,t = (µ-X̅)/(s^2/√n),t = (X̅-µ)/(s/√n),z = (X̅-µ)/(σ/√n),t = (X̅-µ)/(s/√n),1,Average
Math,Senior (Grade 11-12),The manager of a store selling French fries wants to determine the average oil consumption of the store in a day. The cook said that at most 7.5 liters of oil is consumed per day. 12-day oil consumption of the store shows that on the average 6.3 liters of oil is consumed with standard deviation of 2.8 liters. What is the value for the test statistic?,z = -1.4846,z = 1.4846,t = -1.4846,t = 1.4846,t = -1.4846,1,Average
Math,Senior (Grade 11-12),"Suppose the decision rule for a test of hypothesis is Reject H0 if t > t0.05, 9 = 1.833. Which of the following is true?",The population variance is known and the sample size is sufficiently large.,The population variance is unknown but the sample size is sufficiently large.,The population variance is unknown and the sample size is not large enough.,The population variance is known and the sample size is not large enough.,The population variance is unknown and the sample size is not large enough.,1,Average
Math,Senior (Grade 11-12),"If the test statistics is of the form z = (X̅-µ)/(σ/√n), what can be said about the population variance?",There is no enough information given.,The population variance is known.,The population variance is unknown but the sample size is sufficiently large so that Central Limit Theorem is used.,The population variance is unknown.,The population variance is known.,1,Average
Math,Senior (Grade 11-12),"The decision rule for a test of hypothesis is Reject H0 if t <  -Z0.05 = -1.645. Based on the decision rule, what can be said about the population variance?",The population variance is unknown.,There is no enough information given.,The population variance is unknown but the sample size is sufficiently large so that Central Limit Theorem can be used.,The population variance is known.,The population variance is unknown but the sample size is sufficiently large so that Central Limit Theorem can be used.,1,Average
Math,Senior (Grade 11-12),The average exam score in Statistics of a Grade 11 student is at least 75 with a standard deviation of 8.6. A random sample of 50 Grade 11 students were asked about their scores. The average scores of these 50 students is 76.4. What is the appropriate form of the test statistic?,t = (X̅-µ)/(s/√n),z = (X̅-µ)/(σ/√n),t = (µ-X̅)/(s/√n),z = (µ-X̅)/(σ/√n),z = (X̅-µ)/(σ/√n),1,Average
Math,Senior (Grade 11-12),"The average weight of Grade 10 students is 60.3 kg. A nutritionist wants to verify this by randomly selecting 35 Grade 10 students and getting their weights. From the sample, the average weight is 59.7 kg with a standard deviation of 3.3. What are the critical value/s and rejection region? Assume α = 0.05.", -1.645 and 1.645; Two-tailed, -1.96; Left-tailed,1.96; Right-tailed, -1.96 and 1.96; Two-tailed, -1.96 and 1.96; Two-tailed,1,Average
Math,Senior (Grade 11-12),"A television executive believes that the average number of hours a resident of Baguio city is at least 7.5. He wants to verify this claim. 12 randomly selected persons were asked about their viewing habit. The average number of hours spent by these persons is 8 with deviation 2.5. At α = 0.01, what are the critical value/s and rejection region?", -2.33 and 2.33; Two-tailed, -2.718 and 2.718; Two-tailed,2.718; Right-tailed, -2.718; Left-tailed, -2.718; Left-tailed,1,Average
Math,Senior (Grade 11-12),The UAAP board says that the average number of viewers who attend the UAAP basketball games live is at least 8427 with standard deviation 1569. A sports enthusiast wants to verify this. The number of viewership on the remaining 25 matches of the season is noted by this enthusiast. The average number of viewers of the 25 games is 9378. What are the critical value/s and rejection region for a significance level of 0.10?,1.28; Right-tailed, -1.28 and 1.28; Two-tailed, -1.28; Left-tailed,None of the above, -1.28; Left-tailed,1,Average
Math,Senior (Grade 11-12),"Richard read in a wedding magazine that the average height difference a groom and a bride is at most 5 inches. He asked 16 of his married friends and relatives their height difference. On the average, the difference is 6.2 inches with deviation of 3.1. With a level of significance 0.05, what are the critical value/s and rejection region?", -1.753 and 1.753; Two-tailed,1.753; Right-tailed, -1.645; Left-tailed, -1.645 and 1.645; Two-tailed,1.753; Right-tailed,1,Average
Math,Senior (Grade 11-12),A study was conducted to high school graduates who started working rather than going to college. A government agency is claiming the average salary of such workers is 9000. An NGO conducting the study randomly selected 45 such workers and found out that the average salary is 7850 with standard deviation 2895. What are the critical value/s and rejection region if α = 0.01?, -2.576 and 2.576; Two-tailed,None of the above, -2.576; Left-tailed,2.576; Right-tailed, -2.576 and 2.576; Two-tailed,1,Average
Math,Senior (Grade 11-12),"A senior high school teacher claims that the average score of Grade 11 students in their Statistics exam is 75 with standard deviation 7.5. To test this, the school randomly selected 35 Grade 11 students and found out that the average exam score is 77. What are the critical value/s and rejection region given α = 0.10?",1.645; Right-tailed, -1.28 and 1.28; Two-tailed, -1.28; Left-tailed, -1.645 and 1.645; Two-tailed, -1.645 and 1.645; Two-tailed,1,Average
Math,Senior (Grade 11-12),"A consumer group is concerned about the amount of sodium in the potato chip brand Cheap-P. They claim that there is at least 10mg of sodium in a 100g pack of Cheap-P. The company wants to test this claim. They randomly selected 100 packs of Cheap-P and found out that on the average, each pack contains 9.75mg of sodium with standard deviation 2.34. At α = 0.05, what are the critical value/s and rejection region?", -1.645 and 1.645; Two-tailed, 1.96; Right-tailed, -1.645; Left-tailed, -1.96 and 1.96; Two-tailed, -1.645; Left-tailed,1,Average
Math,Senior (Grade 11-12),Obese patients have a blood glucose level of 100 with standard deviation of 25. A researcher wants to know if a diet high in raw cornstarch will help these patients. He selected 30 random patients and have them undergo the diet. Test results show that the glucose level of these patients has an average of 145. What are the critical value/s and rejection region? Assume α = 0.01., -2.576 and 2.576; Two-tailed, -2.33 and 2.33; Two-tailed, -2.576; Left-tailed,2.33; Right-tailed, -2.576 and 2.576; Two-tailed,1,Average
Math,Senior (Grade 11-12),"The average travel time going from Bulacan to Laguna is at most 3.5 hours. A bus company conducts a study consisting of 55 trials to verify this. Results show that on the average, the travel time from Bulacan to Laguna is 4.2 hours with a variance of 6.76 hours squared. What are the critical value/s and rejection region? Assume α = 0.10.",1.28; Right-tailed, -1.28 and 1.28; Two-tailed, -1.645; Left-tailed, -1.645 and 1.645; Two-tailed,1.28; Right-tailed,1,Average
Math,Senior (Grade 11-12),"Suppose in an amusement park, two rides must at least be 32 feet apart. Kingom of Fascination amusement park wants to test if rides in their park follow this statement. They measured the length of 10 rides in their park. The average distance between two rides is 30.9 feet with variance of 8.41. Assuming α = 0.01, what are the critical value/s and rejection region?", -2.33 and 2.33; Two-tailed,2.33; Right-tailed, -2.821; Left-tailed, -2.821 and 2.821; Two-tailed, -2.821; Left-tailed,1,Average
Math,Senior (Grade 11-12),"To remain healthy, a person needs at least 8 hours of sleep. A company wants to know if their employees get enough sleep. A random sample of 25 employees revealed that the average number of hours of sleep an employee gets is 6.7 with standard deviation of 2.3. What should be the value of the test statistic?",z = 2.8261,z = -2.8261,t = 2.8261,t = -2.8261,t = -2.8261,1,Average
Math,Senior (Grade 11-12),A bookstore claims that the average cost for textbooks of Grade 11 students is 1130 pesos with standard deviation 379.50 pesos. A group of students believes the cost is higher. A random sample of 81 books were selected by the students and the average cost of the books was 1225.25 pesos. What should be the value of the test statistic?,t = 2.2589,z = 2.2589,t = -2.2589,z = -2.2589,z = 2.2589,1,Average
Math,Senior (Grade 11-12),"A new study claims that the average weight of newborn babies is 5.3 pounds. During a particular week, 15 babies were born in a hospital. The average weight of the babies is 6.7 pounds and standard deviation 2.7. What is the appropriate value of the test statistic?",Not enough information,t = 2.0082,t = -2.0082,z = 2.0082,t = 2.0082,1,Average
Math,Senior (Grade 11-12),"Coffee drinkers are said to consume at most 7 cups of coffee per day. 'Coffeeco"", a coffee brand, wants to know if this is true. The company randomly selected 75 coffee drinkers and asked about their consumption habits. The findings showed that coffee drinkers consume an average of 6.2 cups per day with a standard deviation of 3.4. At α = 0.05, what is the appropriate value of the test statistic?",z = -2.0377,t = -2.0377,t = 3.4641,z = -3.4641,t = -2.0377,1,Average
Math,Senior (Grade 11-12),A candy store sells round chocolates with a standard diameter of at least 5 cm. The store owner wants to verify this claim and randomly selects 121 chocolates. These chocolates has an average diameter of 6.1 cm with variance 49 cm. What is the appropriate value of the test statistic?,t = 0.2469,t = 1.7286,t = 3.6364,None of the above,t = 1.7286,1,Average
Math,Senior (Grade 11-12),The manager of a store selling French fries wants to determine the average oil consumption of the store in a day. The cook said that at most 7.5 liters of oil is consumed per day. 12-day oil consumption of the store shows that on the average 6.3 liters of oil is consumed with deviation 2.8 liters. What is the appropriate value of the test statistic for the problem?,t = -1.4846,t = 0.5534,t = 1.4846,z = -1.4846,t = -1.4846,1,Average
Math,Senior (Grade 11-12),"A food chain manager wants to know the mean queueing time of his store's customers. A simple random sample of 12 customers' queueing time (in minutes) was recorded. The customers' times are as follows: 2, 5, 3.5, 4, 7, 4.5, 5, 6, 4.5, 5.5, 7, and 2.5. The manager believes that the average queueing time of his customers is at most 5 minutes. What is the value of the of the X̅ and s?",X̅ = 4.9041; s = 1.4802,X̅ = 4.7; s = 1.3784,X̅ = 4.7083; s = 1.5064,X̅ = 4.7083; s = 1.5733,X̅ = 4.7083; s = 1.5733,1,Average
Math,Senior (Grade 11-12),"A food chain manager wants to know the mean queueing time of his store's customers. A simple random sample of 12 customers' queueing time (in minutes) was recorded. The customers' times are as follows: 2, 5, 3.5, 4, 7, 4.5, 5, 6, 4.5, 5.5, 7, and 2.5. The manager believes that the average queueing time of his customers is at most 5 minutes. What is the value of the test statistic?",t = 0.6423,t = -0.6423,t = -0.6708,t = 0.6708,t = -0.6423,1,Average
Math,Senior (Grade 11-12),"The length of phone calls of 10 high school students are in the given data below: 12, 6, 25, 27.4, 18, 23, 14.2, 15.9, 24.3, and 19. The average length of phone calls of high school students is at most 17.2 minutes. A telecom provider wants to verify this claim. What is the appropriate value of the test statistic?",t = 0.6403,t = 0.6075,t = -0.6403,t = -0.6075,t = 0.6075,1,Average
Math,Senior (Grade 11-12),"In a certain country, the average IQ is 100. A newly opened school wants to know if the students in the school has an average IQ above the country average. A random sample of 15 students were selected and it was found out that their average IQ is 108 with standard deviation 24. What is the appropriate form of the test statistic? Assume α = 0.05.",z = 1.2910,None of the above,t = 1.2910,t = -1.2910,t = 1.2910,1,Average
Math,Senior (Grade 11-12),"A bridal magazine claims that the average age of a groom is 26.4. Richard, who is 26 years old, wants to verify if it is true. He randomly selected 24 of his officemates and asked the age they got married. Their average age is 25.9 with standard deviation 1.8. What is the appropriate decision rule for this problem?",Reject H0 if |t| > tα/2,Reject H0 if |z| > Zα/2,Reject H0 if z > Zα/2,Reject H0 if t > tα/2,Reject H0 if |t| > tα/2,1,Average
Math,Senior (Grade 11-12),"A bridal magazine claims that the average age of a groom is 26.4. Richard, who is 26 years old, wants to verify if it is true. He randomly selected 24 of his officemates and asked the age they got married. Their average age is 25.9 with standard deviation 1.8. At α = 1%, there is ________ evidence to say that the average age of a groom is ________.","enough, 26.4","enough, 25.9","not enough, 26.4","not enough, 25.9","enough, 26.4",1,Average
Math,Senior (Grade 11-12),The average score of all students in Region 5 in NCAE (Math) is at least 73.4. A ranom sample of 100 students who took NCAE in ABaKaDa School were taken to verify this statement. Results show that the average score of the students is 72.5 with deviation of 4.6. What is the appropriate decision rule for the problem?,Reject H0 if z < -Zα,Reject H0 if t < -Zα,Reject H0 if z < -Zα/2,Reject H0 if t > Zα,Reject H0 if t < -Zα,1,Average
Math,Senior (Grade 11-12),"The average score of all students in Region 5 in NCAE (Math) is at least 73.4. A ranom sample of 100 students who took NCAE in ABaKaDa School were taken to verify this statement. Results show that the average score of the students is 72.5 with deviation of 4.6. At α = 0.05, there is ________ evidence to say that the average score of students n NCAE (Math) is at least ________.","enough, 72.5","not enough, 72.5","not enough, 73.4","enough, 73.4","not enough, 73.4",1,Average
Math,Senior (Grade 11-12),"The average travel time going from Bulacan to Laguna is at most 3.5 hours. A bus company conducts a study consisting of 55 trials to verify this. Results show that on the average, the travel time from Bulacan to Laguna is 4.2 hours with a variance of 6.76. What decision rule must be applied? Assume α = 0.10.",Reject H0 if z > Z0.010,Reject H0 if t > Z0.10,Reject H0 if z < -Z0.05,Reject H0 if z > Z0.10,Reject H0 if t > Z0.10,1,Average
Math,Senior (Grade 11-12),"The average travel time going from Bulacan to Laguna is at most 3.5 hours. A bus company conducts a study consisting of 55 trials to verify this. Results show that on the average, the travel time from Bulacan to Laguna is 4.2 hours with a variance of 6.76. At α = 1%, there is ________ evidence to say that the average travel time from Bulacan to Laguna is ________.","enough, at most 3.5 hours","enough, at most 4.2 hours","enough, greater than 3.5 hours","not enough, at most 3.5 hours","enough, at most 3.5 hours",1,Average
Math,Senior (Grade 11-12),The UAAP board says that the average number of viewers who attend the UAAP basketball games live is at least 8427 with standard deviation 1569. A sports enthusiast wants to verify this. The number of viewership on the randomly selected 26 matches of the season is noted by this enthusiast. The average number of viewers of the 26 games is 9378. What is the critical value/s for a significance level of 0.10?,1.28; Right-tailed, -1.28 and 1.28; Two-tailed, -1.28; Left-tailed,None of the above, -1.28; Left-tailed,1,Average
Math,Senior (Grade 11-12),"The UAAP board says that the average number of viewers who attend the UAAP basketball games live is at least 8427 with standard deviation 1569. A sports enthusiast wants to verify this. The number of viewership on the randomly selected 26 matches of the season is noted by this enthusiast. The average number of viewers of the 26 games is 9378. At α = 10%, there is ________ evidence to say that the average number of viewers in UAAP basketball games is at least ________.","enough, 9378","enough, 8427","not enough, 9378","not enough, 8427","enough, 8427",1,Average
Math,Senior (Grade 11-12),"A volleyball team in the UAAP commits an average of at least 21.6 errors per game. A sports writer wants to confirm this statement. He randomly selects five teams and records the errors in their matches. With the record he has, the average error per game of a team is 18.9 with a standard deviation of 3.5. What is the appropriate decision rule if α = 0.05?",Reject H0 if t > 2.132,Reject H0 if t < -2.132,Reject H0 if z > 1.645,Reject H0 if t > 1.645,Reject H0 if t < -2.132,1,Average
Math,Senior (Grade 11-12),"A volleyball team in the UAAP commits an average of at least 21.6 errors per game. A sports writer wants to confirm this statement. He randomly selects five teams and records the errors in their matches. With the record he has, the average error per game of a team is 18.9 with a standard deviation of 3.5. At α = 5%, there is ________ evidence to say that the average error per game of a UAAP volleyball team is ________ 21.6.","not enough, at least","enough, at least","not enough, less than","enough, less than","not enough, less than",1,Average
Math,Senior (Grade 11-12),UAAP Cheerdance Competition is an annual event. The average number of attendees in the competition is at least 15500. The UAAP board wants to test this claim. Records show that the average number of attendees for the past 10 years is 18650. Suppose the population variance is 4500 squared. What should be the null and alternative hypotheses?,H0: σ^2 = 4500^2; Ha: σ^2 ≠ 4500^2,H0: µ = 18650; Ha: µ ≠ 18650,H0: µ ≥ 15500; Ha: µ < 15500,H0: µ = 4500; Ha: µ = 15500,H0: µ ≥ 15500; Ha: µ < 15500,1,Average
Math,Senior (Grade 11-12),UAAP Cheerdance Competition is an annual event. The average number of attendees in the competition is at least 15500. The UAAP board wants to test this claim. Records show that the average number of attendees for the past 10 years is 18650. Suppose the population variance is 4500 squared. Which of the following is the correct test statistic?,t = 2.2136,z = 2.2136,t = 0.0492,z = -2.2136,z = 2.2136,1,Average
Math,Senior (Grade 11-12),"UAAP Cheerdance Competition is an annual event. The average number of attendees in the competition is at least 15500. The UAAP board wants to test this claim. Records show that the average number of attendees for the past 10 years is 18650. Suppose the population variance is 4500 squared. At α = 10%, the average number of attendees in the Cheerdance competition is ________.",less than 18650,at least 18650,less than 15500,at least 15500,at least 15500,1,Average
Math,Senior (Grade 11-12),"The average gross income of a comedy film in the Philippines is at least 105 million pesos. A movie producer wants to test this claim. She observed data of the past 25 comedy films and found out that the average gross is 125 million pesos with standard deviation 45 million pesos. At α = 0.5, what should the producer's decision be?",Fail to reject H0 since t > -t0.05,Reject H0 since t > t0.05/2,Reject H0 since t < -t0.05,Reject H0 since |t| > t0.05,Fail to reject H0 since t > -t0.05,1,Average
Math,Senior (Grade 11-12),"Suppose the mean height of 18 year-old male Filipino is 166 cm. A random sample of 50 18 year-old is taken to test this claim. In the test, it was found out that the average height is 167.2 cm with variance 32 cm squared. Which of the following is the appropriate form of the test statistic?",z = (X̅-µ)/(σ^2/√n),t = (X̅-µ)/(√s/√n),t = (X̅-µ)/(s/√n),t = (X̅-µ)/(s^2/√n),t = (X̅-µ)/(s/√n),1,Average
Math,Senior (Grade 11-12),"Suppose the mean height of 18 year-old male Filipino is 166 cm. A random sample of 50 18 year-old is taken to test this claim. In the test, it was found out that the average height is 167.2 cm with variance 32 cm squared. What is the correct value for the test statistic?",z = 0.2652,t = 1.5,t = 0.0083,z = -1.5,t = 1.5,1,Average
Math,Senior (Grade 11-12),"Suppose the mean height of 18 year-old male Filipino is 166 cm. A random sample of 50 18 year-old is taken to test this claim. In the test, it was found out that the average height is 167.2 cm with variance 32 cm squared. What is the correct decision? Use α = 1%.",Fail to reject H0 since |t| < 2.576,Reject H0 since |z| > 2.33,Reject H0 since |t| > 2.576,Reject H0 since |t| > 1.96,Fail to reject H0 since |t| < 2.576,1,Average
Math,Senior (Grade 11-12),"Suppose the mean height of 18 year-old male Filipino is 166 cm. A random sample of 50 18 year-old is taken to test this claim. In the test, it was found out that the average height is 167.2 cm with variance 32 cm squared. At α = 1%, the average height of 18 year-old male Filipino ________ 166 cm.",is more than,is not,is,is less than,is,1,Average
Math,Senior (Grade 11-12),The average reading speed of a Grade 11 student is at most 250 words per minute. A study is conducted to know if this claim is true. 120 randomly selected students are chosen for the study and results show that a Grade 11 student can read 243 words per minute with a deviation of 36 words per minute. What should be the decision based on the study? Assume α = 0.05.,Reject H0 since z > -1.645,Reject H0 since t > -1.645,Reject H0 since t > 1.645,Fail to reject H0 since t < 1.645,Fail to reject H0 since t < 1.645,1,Average
Math,Senior (Grade 11-12),"The average reading speed of a Grade 11 student is at most 250 words per minute. A study is conducted to know if this claim is true. 120 randomly selected students are chosen for the study and results show that a Grade 11 student can read 243 words per minute with a deviation of 36 words per minute. At α = 5%, the average reading speed of a Grade 11 student ________ 250 words per minute.",is greater than,is at least,is,is at most,is at most,1,Average
Math,Senior (Grade 11-12),Fill in the blanks with the correct answer by dragging the words to the blanks.,1: equality; 2: alternative; 3: po,1: equality; 2: null; 3: po,1: equality; 2: alternative; 3: null,1: inequality; 2: alternative; 3: po,1: equality; 2: alternative; 3: po,1,Average
Math,Senior (Grade 11-12),"A statistics student wants to find out if more than 70% of students in a particular campus is right handed. In a random sample of 100 students, 87 said that indeed use their right hand for writing. What is the correct statement for the alternative hypothesis?",The proportion of students in a particular campus who are right handed is greater than 50%.,The proportion of students in a particular campus who are right handed is greater than 70%.,The proportion of students in a particular campus who are right handed is less than 70%.,The proportion of students in a particular campus who are right handed is not equals to 70%.,The proportion of students in a particular campus who are right handed is greater than 70%.,1,Average
Math,Senior (Grade 11-12),"Consider again the scenario of a statistics student wants to find out if more than 70% of students in Creyons University is color blind. In a random sample of 100 students, 87 said that they are indeed color blind. What is the appropriate symbols for the null and alternative hypothesis?",H0: p≥0.70 and Ha: p<0.70,H0: p>0.70 and Ha: p<0.70,H0: p=0.70 and Ha: p≠0.70,H0: p≤0.70 and Ha: p>0.70,H0: p≤0.70 and Ha: p>0.70,1,Average
Math,Senior (Grade 11-12),"A medical researcher claims that less than 10% of Filipino adults are allergic to a medication. In a random sample of 100 adults, 5% say that they had allergic reactions after taking the medicine. What is the correct statement for the alternative hypothesis?",H0: p≤0.10 and Ha: p>0.10,H0: p≥0.10 and Ha: p<0.10,H0: p=0.05 and Ha: p≠0.05,H0: p>0.05 and Ha: p<0.05,H0: p≥0.10 and Ha: p<0.10,1,Average
Math,Senior (Grade 11-12),"Based on historical data, the proportion of female babies born on Christmas Day is 0.6. In a sample of 200 babies, 96 were girls. What is the correct statement for the null hypothesis?",The proportion of female babies born on Christmas Day is 0.10.,The proportion of female babies born on Christmas Day is 0.96.,The proportion of female babies born on Christmas Day is 0.6.,The proportion of female babies born on Christmas Day is not equal to 0.6.,The proportion of female babies born on Christmas Day is 0.6.,1,Average
Math,Senior (Grade 11-12),Which of the following is not a condition for central limit theorem to be satisfied by the population proportion?,Large sample,Large population,Large proportion,Random & Independent Samples,Large proportion,1,Average
