category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Junior (Grade 7-10),Determine which of the following series of compounds is arranged in decreasing order of boiling point. Assume the compounds have comparable molecular weights.,Alcohol>Amide>Ketone>Hydrocarbon,Amide>Ketone>Alcohol>Hydrocarbon,Amide>Alcohol>Ketone>Hydrocarbon,Amide>Alcohol>Hydrocarbon>Ketone,Amide>Alcohol>Ketone>Hydrocarbon,1,Average
Science,Junior (Grade 7-10),"In the grocery, a piece of meat was accidentally dropped and swept under the shelf. After one week, the grocery store manager smelled a foul odor and he discovered that it was coming from the rotten meat under the shelf. What do you think is the compound ",Amide,Amine,Carboxylic Acid,Hydrocarbon,Amine,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: We can express the mass of the substances to the number of atoms or molecules using the mole concept 2: Mole is an abbreviation of molecules.,Statament 1 is false; Statement 2 is true.,Both statements 1 and 2 are true,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. Molecular analysis is a method to convert any unit to another unit of the same dimension using s known conversion factor.",Factor,Dimensional,Atomic Mass,TRUE,Dimensional,1,Average
Science,Junior (Grade 7-10),Which among the following shows Avogadro's Number conversion factor?,6.022x1024/ 1 mol,6.022x1023/1 mol,6.022x1023,6.022x10/1 mol,6.022x1023/1 mol,1,Average
Science,Junior (Grade 7-10),What is the molar mass of baking soda(NaHCO3)?,84.01 g/mol,76.03g/mol,52.01g/mol,45.08g/mol,84.01 g/mol,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Melissa found 87.30 g of solid bleach (NABO3) on a petri dish. What is the molar of the compound?,49.80 g/mol,81.80 g/mol,5.257 x 10^25 g/mol,71.41 g/mol,81.80 g/mol,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Melissa found 87.30 g of solid bleach (NABO3) on a petri dish. How many NaBO3 moles are there in the compound?,1.222 mol NaBO3,1.753 mol NaBO3,1.067 mol NaBO3,1.660 x 10^-24 mol NaBO3,1.067 mol NaBO3,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Melissa found 87.30 g of solid bleach (NABO3) on a petri dish. How many NaBO3 molecules are there in the compound?,4.90 x 10^23 NaBO3 molecules,7.359 x 10^23 NaBO3 molecules,6.425 x 10^23 NaBO3 molecules,6.425 x 10^23 NaBO3 molecules,6.425 x 10^23 NaBO3 molecules,1,Average
Science,Junior (Grade 7-10),Select the correct answer. The three large helium (He) balloons contains 1.012 x 10^25 He atoms? How many moles of He are there in the balloons?,40.516 moles He,16.805 moles He,4.051 moles He,1.6805 moles He,16.805 moles He,1,Average
Science,Junior (Grade 7-10),Select the correct answer. The three large helium (He) balloons contains 1.012 x 10^25 He atoms? Which is the mass (g) of the He atoms in the baloons?,67.270 g He,6.727 g He,16.216 g He,162.16 g He,67.270 g He,1,Average
Science,Junior (Grade 7-10),"To determine the number of hydrogen mole in 5 moles of NH4 compound, what is the conversion factor to be used?",Four moles of hydrogen over 5 moles of NH4,Number of hydrogen moles in one mole of the compound.,Avogadro's Number,Molar mass,Number of hydrogen moles in one mole of the compound.,1,Average
Science,Junior (Grade 7-10),How many moles of hydrogen are there in 6.8 moles of NH4?,27.2 moles,6.94 moles,Cannotbe determined,1.7 moles,27.2 moles,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Penicillin (C6H18N2O4S) was the first natural antibiotic used to treat bacterial infections and continues to be one of the most important antibiotics. What is the molar mass of penicillin?,287.8 g/mol,75.4 g/mol,334.4 g/mol,190.3 g/mol,334.4 g/mol,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Penicillin (C6H18N2O4S) was the first natural antibiotic used to treat bacterial infections and continues to be one of the most important antibiotics. How many moles of H are there in 1169.6 grams of penicillin?,6.8 moles,61.8 moles,61.2 moles,5.3 moles,61.2 moles,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Penicillin (C6H18N2O4S) was the first natural antibiotic used to treat bacterial infections and continues to be one of the most important antibiotics. How many grams of H are there in 1169.6 grams of penicillin?,61.8 grams,81.6 grams,168 grams,2287 grams,61.8 grams,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Mass of an element in a compound is always less than the mass of the compound. 2: Percentage composition is the percent by mass of each element present in a compound.,Statament 1 is false; Statement 2 is true.,Both statements 1 and 2 are true,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false,Both statements 1 and 2 are true,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. Percentage composition of a compound from an experimental data is equal to mass percent of the element over total mass of the compound multiply b",Mass percent,Element,Composition,TRUE,TRUE,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. Flouride ion, consumed as sodium fluoride(NaF), prevents tooth decay. According to research, an adult female should consume 3.0 mg fluorine per day. Calculate the amount of NaF (45.24%) that a woman should consume to get the rec",6.6 mg,5.5 mg,100 mg,1.4mg,6.6 mg,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Determine the mass of titanium in 57.2 grams of titanium (IV) oxide. The mass percent of titanium (IV) oxide is 59.9%.,34.3 g,43.4 g,27.5 g,cannot be determined,34.3 g,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. The rotten smell of a decaying animal carcass is partially due to a nitrogen containing compound called putrescine. Elemental analysis of putrescine indicates that its consists of 54.50% C, 13.73% H, and 31.77% N. What is the mo",2.27 mol,13.59 mol,4.54 mol,12.01 mol,4.54 mol,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. The rotten smell of a decaying animal carcass is partially due to a nitrogen containing compound called putrescine. Elemental analysis of putrescine indicates that its consists of 54.50% C, 13.73% H, and 31.77% N. What is the mo",13.59 mol,1.01 mol,4.54 mol,2.27 mol,13.59 mol,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. The rotten smell of a decaying animal carcass is partially due to a nitrogen containing compound called putrescine. Elemental analysis of putrescine indicates that its consists of 54.50% C, 13.73% H, and 31.77% N. What is the mo",31.77 mol,4.54 mol,1.01 mol,2.27 mol,2.27 mol,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. The rotten smell of a decaying animal carcass is partially due to a nitrogen containing compound called putrescine. Elemental analysis of putrescine indicates that its consists of 54.50% C, 13.73% H, and 31.77% N. What is the em",CH3N,C4H12N2,C2H6N,C5H13N4,C2H6N,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. Methyl butyrate is a compound which gives the apple scent in some diodorizer. It contains 58.80% C, 10.41% H, and 27.55% O. What is the checmical formula of the compound?",C9H10O2,C2H5O,C3H6O,C5H10O2,C5H10O2,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Naphthalene is a carbon and hydrogen containing compound often used in moth balls. The empirical formula is C5H4 and its molar mass is 128.16g/mol. Find 'n'.,3,4,2,5,2,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Naphthalene is a carbon and hydrogen containing compound often used in moth balls. The empirical formula is C5H4 and its molar mass is 128.16g/mol. Find the molecular formula.,C5H8,C20H16,C15H12,C10H8,C10H8,1,Average
Science,Junior (Grade 7-10),Selec the correct answer. A compound with the following composition has a molar mass of 60.10g/mol: 39.97% carbon; 13.41% hydrogen; 46.62% nitrogen. Find the molecular formula.,C4H16N4,C2H8N2,C2H4N,CH2N4,C2H8N2,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. 1. A volcano is a vent or chimney which transfers molten rock known as lava from depth to the Earth's surface. 2: Volcanoes differ mainly in their slopes, formation, viscosity of lava, and i",Statement 1 is true; Statement 2 is false.,Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are true,Both Statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Shield volcanoes are formed from fast flowing lava that flows easily over the surface. 2: The lava in shield volcanoes is more viscous than the other types of volcanoes.,Both Statements 1 and 2 are false.,Both Statements 1 and 2 are true,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. 1: Cinder cones are volcanoes formed from loose rock fragments ejected from a central vent. 2: The ejecta (ejected particles) land near the vent, forming a cone with a slope of approximately",Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are true,Both Statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are true,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Composite/Strato volcanoes are volcanoes that are formed from alternating layers of pyroclastics and lava. 2: This type of volcano has a viscous lava resulting to less dangerous explosion,Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are true,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. Crater is the basin like depression over a vent at the summit of a cone.",Chamber,Magma,Lava,TRUE,TRUE,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. 1: Active volcano is one that has erupted since the last ice age (i.e. in the past ~10,000) 2: Active volcano is in violent phase with continuous or periodic eruption.",Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are true,Both Statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are true,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. 1: Inactive volcano shows signs of unrest in the form of eartchquake, swarms inflation, abundant degassing of carbon dioxide and/or sulfur dioxide. 2: Mt. Ena is the largest active volcano i",Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are true,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. 1: Inactive volcano is not usually expected to erupt in the future and have not erupted recently. 2: Inactive volcano has not erupted in the past 10,000 years.",Both Statements 1 and 2 are false.,Both Statements 1 and 2 are true,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are true,1,Average
Science,Junior (Grade 7-10),Which of the following is/are example/s of inactive volcano?,"Mt. Arayat, Vulcan","Kilauea,Stromboli","Vulcan, Stromboli","Stromboli,Mt. Arayat","Mt. Arayat, Vulcan",1,Average
Science,Junior (Grade 7-10),Which of the following is/are example/s of active volcano?,"Mt. Arayat, Vulcan","Kilauea,Stromboli","Vulcan, Stromboli","Stromboli,Mt. Arayat","Kilauea,Stromboli",1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. 1: The higher the latitudes, the warmer the temperature will be. 2: If a cold ocean current passes by, it will cool the surrounding air.",Both Statements 1 and 2 are false.,Both Statements 1 and 2 are true,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Statement 1 is false; Statement 2 is true.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Wind is the movement of the air from low pressure to high pressure areas. 2: Air masses is a large volume of air with different air temperature and moisture throughout.,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are true,Both Statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are false.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Elavation tells how high or low we are on the earth's surface. 2: Temperature Lapse Rate is the rate at which atmospheric temperature decreases with an increase in altitude.,Statement 1 is false; Statement 2 is true.,Both Statements 1 and 2 are true,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are false.,Both Statements 1 and 2 are true,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Relief shows differences in elevation. 2: Mountain ranges act as barriers to the movement of air masses.,Both Statements 1 and 2 are false.,Both Statements 1 and 2 are true,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are true,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Water's thermal capacity of bodies of water is low. 2: Water heats and cools more slowly than land.,Statement 1 is true; Statement 2 is false.,Both Statements 1 and 2 are true,Both Statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Statement 1 is false; Statement 2 is true.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is true about horizontal motion of a projectile motion?,Horizontal velocity changes through time.,Horizontal motion is not affected by gravity.,Horizontal velocity is zero at the highest point of a projectile.,Horizontal motion is dependent on vertical motion.,Horizontal motion is not affected by gravity.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is false about vertical motion of a projectile motion?,Vertical velocity is affected by gravitational force.,Vertical acceleration is constant.,Vertical velocity changes through time.,Vertical acceleration is zero at the highest point of a projectile.,Vertical acceleration is zero at the highest point of a projectile.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A ball is thrown 30° with respect to the horizontal with an initial velocity of 5m/s. What will be the vertical acceleration of the ball at its maximum height?,5.2 m/s^2,3.0 m/s^2, -9.8 m/s^2,0.0 m/s^2, -9.8 m/s^2,1,Average
Science,Junior (Grade 7-10),Select the correct answer. At what angle will you hit a ball so that it will reach the farthest distance possible?,15°,45°,90°,60°,45°,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following pairs of angles will give same range for the same initial velocity?,90° and 30°,70° and 20°,40°and 60°,10° and 50°,70° and 20°,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is true?,The height and range of a projectile are independent of the angle of release.,The height of the projectile increases as the angle of release approaches 90°,The range of projectile is maximum at 90°,Complementary angles of release will result to projectiles having the same height given that the initial velocities are equal.,The height of the projectile increases as the angle of release approaches 90°,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Each body involved in a collision experiences the same change in __________.,Acceleration,Collision,Momentum,Impulse,Momentum,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following has the greatest momentum?,A 250 g bullet moving at 100m/s,A 1 kg ball moving at 5m/s,A 1000 kg truck at rest,A 800 kg car moving at 60 kph,A 800 kg car moving at 60 kph,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A boxer moved away from the punch to increase the duration of impact twice. What will happen to the force of impact?,The force of impact will remain the same.,The force of impact will be half of what it would have been.,The force of impact will become zero.,The force of impact will be twice greater than it would have been.,The force of impact will be half of what it would have been.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Why do you think it is better to hit a haystack than a wall?,"Because the time is shorten during the collision with a haystack, thus, the force dissipates.","Because the time is prolonged during the collision with a haystack, thus, the force dissipates.",Because impulse is lower during the collision with a haystack  than the collision with a wall.,Because impulse is higher during the collision with a haystack than the collision with a wall.,"Because the time is prolonged during the collision with a haystack, thus, the force dissipates.",1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is true?,Each object involved in a collision experiences different change in momentum.,Each object involved in a collision experiences the same impulse.,Each object involved in a collision has the same momentum.,Each object involved in a collision experiences different force.,Each object involved in a collision experiences the same impulse.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is true about horizontal motion of a projectile motion?,The momentum of a system is higher after collision.,The momentum of a system is equal before and after collision.,The momentum of a system is lower after collision.,The momentum of a system is always zero before collision.,The momentum of a system is equal before and after collision.,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. A 2 kg box moving at a velocity of 2 m/s collided with a 500 g box moving at 1 m/s in the same direction. After collision, the boxes moved at the same velocity of 1.8 m/s. Find the intial and final momenta of the system.",Initial momentum: 6 kg m/s; Final momentum: 4 kg m/s,Initial momentum: 1 kg m/s; Final momentum: 1 kg m/s,Initial momentum: 4.5 kg m/s; Final momentum: 4.5 kg m/s,Initial momentum: 4 kg m/s; Final momentum: 6 kg m/s,Initial momentum: 4.5 kg m/s; Final momentum: 4.5 kg m/s,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Ball A has a mass of 500 g and is initially at rest. Ball B has a mass of 250 g and is moving at 3 m/s. What will be the velocity of ball A if the velocity of ball B remained the same after collision?,0 m/s,2 m/s,3 m/s,1 m/s,0 m/s,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. Consider a collision between two marbles. Before collision, the momentum of marble A is 0.1 kg m/s while the marble B has a momentum of 0.2 kg m/s. After collision marble A stopped, what is the momentum of marble B?",0.1 kg m/s,0.2 kg m/s,0.0 kg m/s,0.3 kg m/s,0.3 kg m/s,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A bullet moving at 100 m/s was fired and hit a 30 g block of wood. The block of wood together with the bullet moved at 5 m/s after collision. What is the mass of the bullet if the block of wood is initially at rest?,1.58 g,1.48 g,1.38 g,1.28 g,1.58 g,1,Average
Science,Junior (Grade 7-10),Which of the following can affect the severity of collision-related damages/injuries?,Time of the day,Weather temperature,All of the above.,Collision time,Collision time,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. Given the following data for a collision of two cars, which will acquire greater damage?",F = 100 N; t = 2 s,F = 50 N; t = 4 s,F = 200 N; t = 1 s,F = 25 N; t = 8 s,F = 200 N; t = 1 s,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A boxer moved away from an incoming punch of his opponent. Why?,"To increase the duration of impact, hence, increase the force.","To decrease the duration of impact, hence, reduce the force.","To decrese the duration of impact, hence, increase the force.","To increase the duration of impact, hence, reduce the force.","To increase the duration of impact, hence, reduce the force.",1,Average
Science,Junior (Grade 7-10),"Select the correct answer. A flower pot is about to fall onto your head, the flower pot can either hit or bounce off from your head. Which is safer? Why?",It is safer when the flower pot bounce off from my head because the pot will move away from my head and won't hit me. ,It is safer when the pot did not bounce off from my head because the impulse is lower.,It is safer when the flower pot bounce off from my head because I will not feel the pain.,It is safer when the pot did not bounce off from my head because the impulse is greater.,It is safer when the pot did not bounce off from my head because the impulse is lower.,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. When the string is released, its stored_________ is now converted to _________ to launch the arrow.","kinetic energy, elastic potential energy","gravitational potential energy, kinetic energy","kinetic energy, gravitational potential energy","elastic potential energy, kinetic energy","elastic potential energy, kinetic energy",1,Average
Science,Junior (Grade 7-10),Select the correct answer. A book fell from a bookshelf and hit the ground. What could be the energy transformation from the time the book is on the shelf until it hit the ground?,Kinetic energy → Potential energy → Potential energy, Potential energy → Kinetic energy → Potential energy,Kinetic energy → Potential energy → Kinetic energy,Potential energy → Potential energy → Kinetic energy, Potential energy → Kinetic energy → Potential energy,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. When the stone is released, the energy stored in the slingshot is transferred to the stone allowing the stone to move in the air. What is the energy possessed by the stone moving in the air?",It has no energy,Kinetic energy,Elastic potential energy,Gravitational potential energy,Kinetic energy,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Describe the energy transformation happening in the box as it moves from the top to the bottom of the ramp.,The gravitational potential energy of the box increases while its kinetic energy decreases.,The elastic potential energy of the box increases while its kinetic energy decreases.,The elastic potential energy of the box decreases while its kinetic energy increases.,The gravitational potential energy of the box decreases while its kinetic energy increases.,The gravitational potential energy of the box decreases while its kinetic energy increases.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is true?,"In any isolated system, the potential energy is always lower than the kinetic energy.","In any isolated system, the sum of potential and kinetic energies is always constant. ","In any isolated system, the potential energy is always greater than the kinetic energy.","In any isolated system, the sum of potential and kinetic energies is always zero.","In any isolated system, the sum of potential and kinetic energies is always constant. ",1,Average
Science,Junior (Grade 7-10),"Select the correct answer. If the total mechanical energy is always conserve, why does a pendulum come to stop after some time?",Because the string pulls the bob to stop.,"Because the bob is initially at rest, thus, it will return to its initial state.",Because the system is not isolated; the air drag causes the bob to stop.,"Because the pendulum bob becomes too heavy, thus, the string cannot support it longer.",Because the system is not isolated; the air drag causes the bob to stop.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A 0.5 kg pendulum bob initially at rest is held 1.0 m above the ground. Find its total mechanical energy.,2.45 J,1.5 J,9.8 J,4.9 J,4.9 J,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A 1.0 kg ball initially at rest rolled down from a 5.0 m high ramp. Find its total mechanical energy.,20 J,49 J,2.0 J,98 J,49 J,1,Average
Science,Junior (Grade 7-10),Select the correct answer. A 1.0 kg ball initially at rest rolled down from a 5.0 m high ramp. What will be its velocity if it is 3.0 m high above the ground?,9.8 m/s,8.85 m/s,78.4 m/s,0.0 m/s,8.85 m/s,1,Average
Science,Junior (Grade 7-10),Select the correct answer. What do you call a device that converts heat partly into mechanical energy?,Heat engine,Cold engine,Reservoir,Work engine,Heat engine,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Where does the heat come from in a heat engine?,Turbine,Cold Reservoir,Generator,Hot Reservoir,Hot Reservoir,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. A heat engine contains a _________ which is subjected to absorption and release of heat, compression, expansion and sometimes change of phase.",motor,generator,heat,working substance,working substance,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. A car contains an internal combustion engine where the mixture of fuel and air is combusted and compressed inside to move the pistons, which in turn move the car. What is the working substance of the engine?",Heat,Mixture of fuel and air,Fuel,Air,Mixture of fuel and air,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is false?,Work involves the release of heat.,"In a heat engine, the heat from the hot reservoir is absorbed by the working reservoir.",Heat is capable of doing work.,All heat is converted to mechanical energy to do work.,All heat is converted to mechanical energy to do work.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following statements is true?,"Heat cannot be used to do work, thus, work does not involve the release of heat.",Heat can be used to do work and doing work involves the release of heat.,Heat can be used to do work but doing work does not involve the release of heat.,Heat cannot be used to do work but doing work involves the release of heat.,Heat can be used to do work and doing work involves the release of heat.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. How much heat will be generated given a work of 400 J?,95.6 Cal,1674.4 Cal,1674.4 J,95.6 J,95.6 Cal,1,Average
Science,Junior (Grade 7-10),Select the correct answer. How much heat will be generated given a work of 60 J?,14.33 Cal,251.16 J,14.33 J,251.16 Cal,14.33 Cal,1,Average
Science,Junior (Grade 7-10),Select the correct answer. How much work is needed to generate 20 Calories of heat?,83.72 J,83.72 Cal,4.8 J,4.8 Cal,83.72 J,1,Average
Science,Junior (Grade 7-10),Select the correct answer. How much work is needed to generate 100 Calories of heat?,4.186 J,418.6 J,4186 J,41.86 J,418.6 J,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following is not a reason why machines are never 100% efficient?,It is impossible to have a zero output of heat because releasing of heat is always involve when doing work.,Some heat is loss due to the frictions between the machine parts.,It is impossible to lower the temperature of the cold reservoir to 0 k.,All heat from the source is converted to useful work.,All heat from the source is converted to useful work.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Compute the thermal efficiency of a machine using the given information: HH = 600 J; HC = 250 J,0.2687,0.5833,0.4578,0.7065,0.5833,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Compute the input energy using the given information: Thermal efficiency = 25% ; Hc = 750 J,1000 J,10 J,1 J,100 J,1000 J,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Compute the input energy using the given information: Thermal efficiency = 50% ; HH = 750 J,375 J,1125 J,750 J,1215 J,375 J,1,Average
Science,Junior (Grade 7-10),"Select the correct answer. Using this relation, when will be the thermal efficiency equal to 100?  Thermal efficiency = Work/Input energy X 100",Work < Input Energy,Work = Input Energy,Work=1,Work=0,Work = Input Energy,1,Average
Science,Junior (Grade 7-10),Select the correct answer. What is the working substance in a gethermal power plant?,Wind,Steam,Oil,Soil ,Steam,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Where is the hot servoir in a geothermal power plant?,Water,Substations,Ground,Turbine,Ground,1,Average
Science,Junior (Grade 7-10),Select the correct answer. The _________ of the steam is converted to _________ that is capable of rotating the turbine.,"mechanical energy, heat","heat, mechanical energy","electrical energy, heat","heat, electrical energy","heat, mechanical energy",1,Average
Science,Junior (Grade 7-10),Select the correct answer. What is the energy transformation happening in the generator?,heat to electrical energy,heat to mechanical energy,mechanical energy to electrical energy,electrical energy to mechanical energy,mechanical energy to electrical energy,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Where is the cold reservoir in a geothermal power plant?,Generator,Ground,Turbine,Cooling system,Ground,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Which of the following sequence is correct?,Distribution → Transmission → Generation,Generation → Distribution → Transmission,Generation → Transmission → Distribution,Transmission → Generation → Distribution,Generation → Transmission → Distribution,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Why does a step-up transformer is used during transmission?,To lower the voltage of an AC Source.,To increase resistance. ,To prevent power loss due to resistance from long wires.,All of the above.,To prevent power loss due to resistance from long wires.,1,Average
Science,Junior (Grade 7-10),Select the correct answer. What do you call the device used to lower the voltage of an AC source during distribution?,Step-down generator,Step-up generator,Step-down transformer,Step-up transformer,Step-down transformer,1,Average
Science,Junior (Grade 7-10),Select the correct answer. Where does generation of electricity happen?,Substations,Consumer's house,Power plants,Electrical posts,Power plants,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: There are lots of active volcanoes in Australia. 2: Indonesia has the most earthquakes happening each year.,Statement 1 is false; Statement 2 is true.,Both statements 1 and 2 are true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Distribution of active volcanoes and earthquake epicenters occurs in long narrow bands. 2: Distribution of major mountain belts is far from the locations of active volcanoes and earthquak,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),What do you call the location around the Pacific Ocean where most of the volcanoes are located? Select the correct answer.,Islands of Volcanoes,Cascade Range of Volcanoes,Volcanic Center of the Pacific,Pacific Ring of Fire,Pacific Ring of Fire,1,Average
Science,Junior (Grade 7-10),Plates are ________ relative to each other which causes the geologic events to happen along their boundaries. Select the correct answer.,melting,exploding,slowly moving,not moving,slowly moving,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. The distribution of active volcanoes. Earthquake epicenters, and major mountain belts mark the boundaries of each (atmospheric) plate.",pacific,lithospheric,strategic,TRUE,lithospheric,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Plate boundaries are the locations where two tectonic plates meet. 2: There are four types of plate boundaries.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are true.,Both statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. Divergent plate boundary is also known as constructive. 2: In a divergent plate boundary, plates move in opposite directions.",Statement 1 is false; Statement 2 is true.,Both statements 1 and 2 are true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Tensional Plate Boundary) is a kind of convergent plate boundary wherein oceanic and continental plate meets.",Divergent Plate Boundary,Transform Plate Boundary,Compressional Plate Boundary,TRUE,TRUE,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Destructive) plate boundary is where the plates slide past each other without converging or diverging.",TRUE,Transformative,Relative,Conservative,Conservative,1,Average
